mavpackettype,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
GPS,2146648900,0,3,459458800,2249,15,0.77,24.7869043,120.993414,92.45,0.5386965870857239,234.21502685546875,0.1340000033378601,0.0,1
GPS,2146848828,0,3,459459000,2249,15,0.77,24.786903799999997,120.99341319999999,92.4,0.46924838423728943,239.6644744873047,0.10400000214576721,0.0,1
GPS,2147048833,0,3,459459200,2249,15,0.77,24.7869033,120.9934124,92.37,0.4526245892047882,238.27639770507812,0.13199999928474426,0.0,1
GPS,2147248830,0,3,459459400,2249,15,0.77,24.786903,120.99341159999999,92.34,0.4639935791492462,255.39471435546875,0.12800000607967377,0.0,1
GPS,2147448815,0,3,459459600,2249,15,0.77,24.7869027,120.9934109,92.34,0.3767784833908081,228.2275390625,0.10900000482797623,0.0,1
GPS,2147648768,0,3,459459800,2249,15,0.77,24.7869022,120.99341039999999,92.3,0.44546830654144287,220.4478302001953,0.14600001275539398,0.0,1
GPS,2147829121,0,3,459460000,2249,15,0.77,24.7869016,120.99340989999999,92.28,0.3586377203464508,216.03912353515625,0.1340000033378601,0.0,1
GPS,2148048821,0,3,459460200,2249,15,0.77,24.786901,120.99340959999999,92.24,0.4142583906650543,198.43495178222656,0.16200000047683716,0.0,1
GPS,2148248854,0,3,459460400,2249,15,0.77,24.7869003,120.99340939999999,92.22,0.441376268863678,188.07504272460938,0.13500000536441803,0.0,1
GPS,2148448816,0,3,459460600,2249,15,0.77,24.7868994,120.99340919999999,92.19,0.5336112976074219,187.5378875732422,0.10100000351667404,0.0,1
GPS,2148648796,0,3,459460800,2249,15,0.77,24.7868984,120.9934091,92.15,0.6249808073043823,183.21035766601562,0.2600000202655792,0.0,1
GPS,2148848825,0,3,459461000,2249,15,0.77,24.7868972,120.9934091,92.12,0.6640271544456482,180.51773071289062,0.15400001406669617,0.0,1
GPS,2149048852,0,3,459461200,2249,15,0.77,24.786896,120.993409,92.08,0.6365571618080139,185.1374053955078,0.20200000703334808,0.0,1
GPS,2149248822,0,3,459461400,2249,15,0.77,24.7868949,120.99340889999999,92.05,0.5839880704879761,185.7984619140625,0.10600000619888306,0.0,1
GPS,2149448934,0,3,459461600,2249,15,0.77,24.7868939,120.9934088,92.04,0.5726657509803772,191.5846405029297,0.06599999964237213,0.0,1
GPS,2149648807,0,3,459461800,2249,15,0.77,24.7868931,120.9934085,92.03,0.3946061432361603,193.9306182861328,0.0950000062584877,0.0,1
GPS,2149869220,0,3,459462000,2249,15,0.77,24.7868925,120.99340839999999,92.03,0.2744922637939453,198.03890991210938,-0.05000000074505806,0.0,1
GPS,2150048837,0,3,459462200,2249,15,0.77,24.7868921,120.99340819999999,92.03,0.12850292026996613,209.35775756835938,-0.05000000074505806,0.0,1
GPS,2150248807,0,3,459462400,2249,15,0.77,24.786891999999998,120.9934081,92.03,0.07068239152431488,205.11483764648438,-0.04200000315904617,0.0,1
GPS,2150448843,0,3,459462600,2249,15,0.77,24.7868919,120.9934081,92.04,0.014212671667337418,320.7106018066406,-0.1510000079870224,0.0,1
GPS,2150648877,0,3,459462800,2249,15,0.77,24.786891999999998,120.9934081,92.08,0.09441398829221725,28.465160369873047,-0.2550000250339508,0.0,1
GPS,2150848815,0,3,459463000,2249,15,0.77,24.786891999999998,120.9934081,92.15,0.02147091180086136,297.758544921875,-0.5060000419616699,0.0,1
GPS,2151048854,0,3,459463200,2249,15,0.77,24.7868921,120.99340819999999,92.27,0.12701575458049774,62.82973098754883,-0.7500000596046448,0.0,1
GPS,2151248821,0,3,459463400,2249,15,0.77,24.7868922,120.99340839999999,92.42,0.17118996381759644,57.888179779052734,-0.8060000538825989,0.0,1
GPS,2151448818,0,3,459463600,2249,15,0.77,24.7868924,120.9934086,92.57000000000001,0.1291394680738449,30.735485076904297,-0.7890000343322754,0.0,1
GPS,2151648851,0,3,459463800,2249,15,0.77,24.786892599999998,120.99340869999999,92.75,0.07605919241905212,39.13039779663086,-0.8970000147819519,0.0,1
GPS,2151848838,0,3,459464000,2249,15,0.77,24.7868927,120.99340889999999,92.9,0.2083698809146881,41.10832595825195,-0.8950000405311584,0.0,1
GPS,2152048797,0,3,459464200,2249,15,0.77,24.7868928,120.9934091,93.04,0.0389101542532444,64.09349060058594,-0.8200000524520874,0.0,1
GPS,2152248838,0,3,459464400,2249,15,0.77,24.7868928,120.9934091,93.24,0.10937093198299408,175.2798614501953,-0.8830000162124634,0.0,1
