date,Distance,Angle,Motion,Velocity,RSSI
351,7.98498857571198,0.164802837140504,-1,-0.129858276712947,180
352,8.11073999000102,0.245341719619781,1,0.125751414289041,180
353,8.46238641715893,0.320998100351828,1,0.351646427157906,177
354,8.7607885199713,0.375142770791818,1,0.298402102812378,177
355,9.13300941887036,0.461884850633308,1,0.0899245777264852,180
356,9.11430335723662,0.469047366877782,0,-0.0187060616337398,182
357,9.10000699718775,0.467380312932964,0,-0.014296360048867,184
358,9.02390614319556,0.453068144033751,-1,-0.0761008539921981,184
359,8.95179584696214,0.432244977271239,-1,-0.072110296233415,182
360,8.87903244933031,0.415007818123738,-1,-0.0727633976318334,176
361,8.81884510299656,0.4019434998098,-1,-0.0601873463337466,167
362,8.76787358894016,0.38711078062265,-1,-0.0509715140564051,167
363,8.65386804260842,0.372557935246083,-1,-0.114005546331738,168
364,8.59855035381967,0.360118335518608,-1,-0.0817442634361623,171
365,8.60691381614747,0.349840219805474,0,0.0102617972178898,174
366,8.97788264318745,0.438272896892546,1,0.188326590722168,179
367,8.83569073654853,0.40852100290432,0,-0.025016755195848,181
368,8.86931979786375,0.403200064344106,0,0.0336290613152226,180
369,8.82348725080188,0.398028648746007,0,-0.0413472447497814,179
370,8.77800124614605,0.401445735884819,0,-0.0454860046558316,179
371,8.79361167498955,0.404400246126536,0,0.0156104288435035,179
372,8.88280504434105,0.392784096849407,1,0.0891933693515004,179
373,8.96828690771425,0.380417732820638,1,0.0854818633731949,177
374,9.00895357465789,0.379808131672508,0,0.0406666669436486,176
375,9.02734587192211,0.377802878066843,0,0.018392297264219,176
376,9.01115808365057,0.374935640120073,0,-0.00881573740394792,176
377,8.98894736636902,0.378301359235556,0,-0.0258776462721553,176
378,8.96383803126003,0.378214199502219,0,-0.0251093351089917,176
379,8.93174721452952,0.37121825288833,0,-0.0320908167305074,176
380,8.91682007043353,0.363457412242637,0,-0.0149271440959939,176
381,8.93699796819757,0.356621732334154,0,0.0219351150267997,176
382,8.93694072962678,0.35185201474737,0,-0.00818978502091028,175
383,8.91948367282741,0.346604037943901,0,-0.0174570567993655,174
384,8.90262259055357,0.341321683635917,0,-0.0168610822738398,174
