mavpackettype,TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
RAD,2169938861,187,180,96,32,53,0,0
RAD,2169938919,187,180,96,32,53,0,0
RAD,2170941625,187,181,95,32,36,0,0
RAD,2170941710,187,181,95,32,36,0,0
RAD,2173038891,188,183,82,27,40,0,0
RAD,2173038916,188,183,82,27,40,0,0
RAD,2173936355,188,179,97,24,44,0,0
RAD,2173936385,188,179,97,24,44,0,0
RAD,2175976659,188,182,94,33,54,0,0
RAD,2175976684,188,182,94,33,54,0,0
RAD,2176944275,188,183,94,27,50,0,0
RAD,2176944307,188,183,94,27,50,0,0
RAD,2177939189,188,184,96,27,52,0,0
RAD,2177939215,188,184,96,27,52,0,0
RAD,2179014193,188,182,89,30,60,0,0
RAD,2179014218,188,182,89,30,60,0,0
RAD,2179966313,188,182,94,29,69,0,0
RAD,2179966338,188,182,94,29,69,0,0
RAD,2180939118,188,184,96,25,43,0,0
RAD,2180939185,188,184,96,25,43,0,0
RAD,2181952864,188,182,94,26,38,0,0
RAD,2181952889,188,182,94,26,38,0,0
RAD,2182944252,188,180,94,32,47,0,0
RAD,2182944277,188,180,94,32,47,0,0
RAD,2183969340,185,174,94,30,74,0,0
RAD,2183969365,185,174,94,30,74,0,0
RAD,2185053833,185,177,77,31,60,0,0
RAD,2185053859,185,177,77,31,60,0,0
RAD,2186039298,183,170,82,33,48,0,0
RAD,2186039324,183,170,82,33,48,0,0
RAD,2186957662,181,171,94,32,52,0,0
RAD,2186957764,181,171,94,32,52,0,0
RAD,2187978909,184,174,94,32,69,0,0
RAD,2187978934,184,174,94,32,69,0,0
RAD,2188931764,184,175,98,26,53,0,0
RAD,2188931789,184,175,98,26,53,0,0
RAD,2189939134,176,167,96,29,56,0,0
RAD,2189939184,176,167,96,29,56,0,0
RAD,2190973842,169,161,94,40,62,0,0
RAD,2190973923,169,161,94,40,62,0,0
RAD,2191961347,168,160,94,30,44,0,0
RAD,2191961372,168,160,94,30,44,0,0
RAD,2193046305,169,162,80,31,63,0,0
RAD,2193046331,169,162,80,31,63,0,0
RAD,2194952755,172,166,94,28,65,0,0
RAD,2194952834,172,166,94,28,65,0,0
RAD,2195952844,174,164,94,31,40,0,0
RAD,2195952873,174,164,94,31,40,0,0
RAD,2197948975,183,173,94,54,33,0,0
RAD,2197949000,183,173,94,54,33,0,0
RAD,2198944288,187,183,94,46,52,0,0
RAD,2198944314,187,183,94,46,52,0,0
RAD,2199933924,187,182,97,42,59,0,0
RAD,2199933952,187,182,97,42,59,0,0
RAD,2201948910,180,171,94,33,63,0,0
RAD,2201948967,180,171,94,33,63,0,0
RAD,2203926644,174,165,100,39,46,0,0
RAD,2203926678,174,165,100,39,46,0,0
RAD,2205083807,165,157,68,60,68,0,0
RAD,2205083833,165,157,68,60,68,0,0
RAD,2206050382,161,155,79,37,53,0,0
RAD,2206050406,161,155,79,37,53,0,0
RAD,2206294137,161,155,70,31,53,0,0
RAD,2206294193,161,155,70,31,53,0,0
RAD,2206953873,167,151,94,48,55,0,0
RAD,2206953899,167,151,94,48,55,0,0
RAD,2207951297,170,162,94,24,77,0,0
RAD,2207951323,170,162,94,24,77,0,0
RAD,2209957759,170,159,94,27,52,0,0
RAD,2209957825,170,159,94,27,52,0,0
RAD,2210931731,170,164,99,25,42,0,0
RAD,2210931758,170,164,99,25,42,0,0
RAD,2211969289,169,164,94,25,51,0,0
RAD,2211969314,169,164,94,25,51,0,0
RAD,2213050489,169,160,79,24,72,0,0
RAD,2213050514,169,160,79,24,72,0,0
RAD,2213969314,169,159,94,21,66,0,0
RAD,2213969339,169,159,94,21,66,0,0
RAD,2214956325,169,160,94,26,35,0,0
RAD,2214956353,169,160,94,26,35,0,0
RAD,2216958944,166,155,94,28,36,0,0
RAD,2216958978,166,155,94,28,36,0,0
RAD,2217946347,166,156,94,29,42,0,0
RAD,2217946400,166,156,94,29,42,0,0
RAD,2219026636,166,158,86,28,72,0,0
RAD,2219026673,166,158,86,28,72,0,0
RAD,2220939183,166,154,95,37,59,0,0
RAD,2220939228,166,154,95,37,59,0,0
RAD,2222021724,164,153,87,31,82,0,0
RAD,2222021753,164,153,87,31,82,0,0
RAD,2222969028,164,154,94,25,59,0,0
RAD,2222969054,164,154,94,25,59,0,0
RAD,2223946765,166,156,94,27,55,0,0
RAD,2223946790,166,156,94,27,55,0,0
RAD,2225060384,166,158,76,33,56,0,0
RAD,2225060410,166,158,76,33,56,0,0
RAD,2228001622,166,162,93,27,66,0,0
RAD,2228001651,166,162,93,27,66,0,0
RAD,2228952855,166,151,92,29,34,0,0
RAD,2228952881,166,151,92,29,34,0,0
RAD,2229961435,167,164,94,28,43,0,0
RAD,2229961517,167,164,94,28,43,0,0
RAD,2230993848,165,157,94,36,50,0,0
RAD,2230993986,165,157,94,36,50,0,0
RAD,2231952800,172,164,94,32,47,0,0
RAD,2231952871,172,164,94,32,47,0,0
RAD,2232946808,173,161,94,34,37,0,0
RAD,2232946898,173,161,94,34,37,0,0
RAD,2233984124,176,169,94,40,52,0,0
RAD,2233984221,176,169,94,40,52,0,0
RAD,2234952809,178,171,94,42,57,0,0
RAD,2234952834,178,171,94,42,57,0,0
RAD,2235943826,180,177,94,35,36,0,0
RAD,2235943908,180,177,94,35,36,0,0
RAD,2237052772,188,174,78,32,98,0,0
RAD,2237052797,188,174,78,32,98,0,0
RAD,2237939204,189,183,96,24,45,0,0
RAD,2237939229,189,183,96,24,45,0,0
RAD,2239039199,194,195,82,25,57,0,0
RAD,2239039225,194,195,82,25,57,0,0
RAD,2239934199,186,174,97,48,50,0,0
RAD,2239934226,186,174,97,48,50,0,0
RAD,2240964170,166,153,94,39,95,0,0
RAD,2240964266,166,153,94,39,95,0,0
RAD,2242031381,163,158,84,33,40,0,0
RAD,2242031406,163,158,84,33,40,0,0
RAD,2242952881,165,157,94,29,57,0,0
RAD,2242952907,165,157,94,29,57,0,0
RAD,2243943871,160,152,94,35,64,0,0
RAD,2243943897,160,152,94,35,64,0,0
RAD,2245053843,165,159,77,37,69,0,0
RAD,2245053921,165,159,77,37,69,0,0
RAD,2245953864,167,160,94,41,62,0,0
RAD,2245953889,167,160,94,41,62,0,0
RAD,2247056324,171,161,77,36,55,0,0
RAD,2247056380,171,161,77,36,55,0,0
RAD,2247961768,173,161,94,40,48,0,0
RAD,2247961793,173,161,94,40,48,0,0
RAD,2249072196,173,167,72,46,44,0,0
RAD,2249072225,173,167,72,46,44,0,0
RAD,2250009229,173,164,91,32,73,0,0
RAD,2250009254,173,164,91,32,73,0,0
RAD,2250966745,173,162,94,31,87,0,0
RAD,2250966770,173,162,94,31,87,0,0
RAD,2251963863,173,165,94,41,59,0,0
RAD,2251963890,173,165,94,41,59,0,0
RAD,2252951308,170,163,94,40,64,0,0
RAD,2252951334,170,163,94,40,64,0,0
RAD,2253986659,168,157,94,43,60,0,0
RAD,2253986684,168,157,94,43,60,0,0
RAD,2255941727,168,159,95,44,51,0,0
RAD,2255941752,168,159,95,44,51,0,0
RAD,2256968990,172,163,94,35,52,0,0
RAD,2256969050,172,163,94,35,52,0,0
RAD,2257974168,172,166,94,31,59,0,0
RAD,2257974193,172,166,94,31,59,0,0
RAD,2259038926,172,165,82,29,76,0,0
RAD,2259038987,172,165,82,29,76,0,0
RAD,2260006336,172,163,92,41,57,0,0
RAD,2260006401,172,163,92,41,57,0,0
RAD,2260966762,172,162,94,33,33,0,0
RAD,2260966787,172,162,94,33,33,0,0
RAD,2262029305,172,164,85,32,58,0,0
RAD,2262029370,172,164,85,32,58,0,0
RAD,2263954359,172,163,94,31,50,0,0
RAD,2263954386,172,163,94,31,50,0,0
RAD,2265029289,172,165,86,38,54,0,0
RAD,2265029316,172,165,86,38,54,0,0
RAD,2265941630,172,161,95,34,50,0,0
RAD,2265941727,172,161,95,34,50,0,0
RAD,2266943740,172,165,94,32,58,0,0
RAD,2266943795,172,165,94,32,58,0,0
RAD,2267951298,171,163,94,35,51,0,0
RAD,2267951325,171,163,94,35,51,0,0
RAD,2269049395,171,163,78,38,51,0,0
RAD,2269049425,171,163,78,38,51,0,0
